CENTRO DE COSTO,AREA,UNIDAD,SUBUNIDAD,SEDE,OFICINA / AREA,UBICACIÓN,MODELO INSTALADO,SERIE,IP,DIRECCION,DISTRITO,PROVINCIA,DEPARTAMENTO,OWNER,TIPO
879,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia Embajada De Ee.Uu,Cancilleria,MX522adhe,701701130LPDH,118.207.140.69,Avenida La Encalada cdra 17,Santiago de Surco,Lima,Lima,Lexmark,Contrato 2021
879,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia El Polo Plaza,Sub Gerencia,MX722adhe,74641050242RT,118.207.108.68,Jr. El Polo N° 759,Santiago de Surco,Lima,Lima,Lexmark,Contrato 2021
879,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia El Polo Plaza,Plataforma,MX722adhe,74641050242RX,118.207.108.69,Jr. El Polo N° 759,Santiago de Surco,Lima,Lima,Lexmark,Contrato 2021
879,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia Embajada De Ee.Uu,AID,MX432adwe,701941340M3ZZ,118.205.252.68,Avenida La Encalada cdra 17,Santiago de Surco,Lima,Lima,Lexmark,Contrato 2021
891,Banca Comercial,Gt Oriente,Gt Oriente,Provincia,Agencia Express Rioja,Operaciones,MX722adhe,7464103024202,118.207.110.68,Jr 2 De Mayo 702,Rioja,Rioja,San Martin,Lexmark,Contrato 2021
891,Banca Comercial,Gt Oriente,Gt Oriente,Provincia,Agencia Express Rioja,Gerencia,MX722adhe,74641020241B0,118.207.110.69,Jr 2 De Mayo 702,Rioja,Rioja,San Martin,Lexmark,Contrato 2021
900,Banca Comercial,Gt Norte,Gt Norte,Provincia,Agencia Mall Plaza Trujillo,Sub Gerencia,MX722adhe,746410202418B,118.207.112.68,av America ote 750,Trujillo,Trujillo,La Libertad,Lexmark,Contrato 2021
900,Banca Comercial,Gt Callao San Miguel,Gt Callao San Miguel,Provincia,Agencia Mall Plaza Trujillo,Plataforma,MX722adhe,746411112476W,118.207.112.69,av America ote 750,Trujillo,Trujillo,La Libertad,Lexmark,Contrato 2021
908,Banca Comercial,Gt Sur,Gt Sur,Provincia,Agencia Yanahuara,Sub Gerencia,MX722adhe,7464939022PB4,118.207.114.68,Av Jose Ab Quinones 700,Yanahuara,Arequipa,Arequipa,Lexmark,Contrato 2021
908,Banca Comercial,Gt Sur,Gt Sur,Provincia,Agencia Yanahuara,Gerencia,MX722adhe,7464939022R3V,118.207.114.69,Av Jose Ab Quinones 700,Yanahuara,Arequipa,Arequipa,Lexmark,Contrato 2021
918,Banca Comercial,Gt Norte,Gt Norte,Provincia,Agencia Real Plaza Trujillo,Atencion Al Cliente,MX722adhe,74641020241DG,118.207.116.68,av Cesar Vallejo ote 1345,Trujillo,Trujillo,La Libertad,Lexmark,Contrato 2021
918,Banca Comercial,Gt Norte,Gt Norte,Provincia,Agencia Real Plaza Trujillo,Atencion Al Cliente,MX722adhe,746410202415N,118.207.116.69,av Cesar Vallejo ote 1345,Trujillo,Trujillo,La Libertad,Lexmark,Contrato 2021
933,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia Lurin,Sub Gerencia,MX722adhe,74641101246KM,118.207.120.68,Urb Las Virreynas Lote 1-2,Lurin,Lima,Lima,Lexmark,Contrato 2021
933,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia Lurin,Operaciones,MX722adhe,74641101246LW,118.207.120.69,Urb Las Virreynas Lote 1-2,Lurin,Lima,Lima,Lexmark,Contrato 2021
939,Banca Comercial,Gt Miraflores,Gt Miraflores,Lima,Agencia Ovalo El Pacifico,Sub Gerencia,MX722adhe,746410202417D,118.207.122.68,av Jose Pardo 320,Miraflores,Lima,Lima,Lexmark,Contrato 2021
939,Banca Comercial,Gt Miraflores,Gt Miraflores,Lima,Agencia Ovalo El Pacifico,Banca Negocio,MX722adhe,7464049023WXD,118.207.122.69,av Jose Pardo 320,Miraflores,Lima,Lima,Lexmark,Contrato 2021
960,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia Plaza Diez Canseco,Plataforma,MX722adhe,74641020241B1,118.207.124.68,Jr Huamachuco 1301,Jesus Maria,Lima,Lima,Lexmark,Contrato 2021
960,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia Plaza Diez Canseco,Gerencia,MX722adhe,7464102024193,118.207.124.69,Jr Huamachuco 1301,Jesus Maria,Lima,Lima,Lexmark,Contrato 2021
967,Banca Empresa Y Corporativa,Gerencia Regional Be 3,Gerencia Regional Be 3,Provincia,Banca Empresa Huancayo,Banca Empresa,MX722adhe,7464102024173,118.205.28.74,c Real 631 639 2 piso,Huancayo,Huancayo,Junin,Lexmark,Contrato 2021
967,Banca Empresa Y Corporativa,Gerencia Regional Be 3,Gerencia Regional Be 3,Provincia,Banca Empresa Huancayo,Banca Empresa,MX722adhe,74641030241ZH,118.205.28.75,c Real 631 639 2 piso,Huancayo,Huancayo,Junin,Lexmark,Contrato 2021
970,Banca Comercial,Gt Norte Chico,Gt Norte Chico,Lima,Agencia Ovalo Naranjal,Sub Gerencia,MX722adhe,746411112479M,118.207.126.68,av Naranjal 1425,Los Olivos,Lima,Lima,Lexmark,Contrato 2021
970,Banca Comercial,Gt Norte Chico,Gt Norte Chico,Lima,Agencia Ovalo Naranjal,Banca Empresarial,MX722adhe,746411112479W,118.207.126.69,av Naranjal 1425,Los Olivos,Lima,Lima,Lexmark,Contrato 2021
976,Banca Comercial,Gt Sur,Gt Sur,Provincia,Agencia Las Bambas,Ventanilla,MX722adhe,7464049023WXK,118.207.136.68,Plz Armas Chalhuahuacho,Challhuahuacho,Cotabambas,Apurimac,Lexmark,Contrato 2021
976,Banca Comercial,Gt Sur,Gt Sur,Provincia,Agencia Las Bambas,Ventanilla,MX722adhe,74641020241BK,118.207.136.69,Plz Armas Chalhuahuacho,Challhuahuacho,Cotabambas,Apurimac,Lexmark,Contrato 2021
982,Banca Comercial,Gt Oriente,Gt Oriente,Provincia,Agencia Open Plaza Pucallpa,Sub Gerencia,MX722adhe,746410202417Z,118.207.130.68,av Centenario 4614,Yarinacocha,Coronel Portillo,Ucayali,Lexmark,Contrato 2021
982,Banca Comercial,Gt Oriente,Gt Oriente,Provincia,Agencia Open Plaza Pucallpa,Plataforma,MX722adhe,7464102024165,118.207.130.69,av Centenario 4614,Yarinacocha,Coronel Portillo,Ucayali,Lexmark,Contrato 2021
